name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,platform_group,Rating_sem,total_sales
DIRT RALLY,PS4,2016,Racing,0.04,0.27,0.0,0.05,85.0,81.0,E,PlayStation,Everyone,0.36
NFL STREET 2 UNLEASHED,PSP,2005,Sports,0.34,0.0,0.0,0.03,73.0,74.0,E,PlayStation,Everyone,0.37
SUPER ROBOT TAISEN EX,SNES,1994,Strategy,0.0,0.0,0.37,0.0,,,,Nintendo,Pending,0.37
FIFA STREET 2,PS2,2006,Sports,0.17,0.13,0.02,0.04,59.0,77.0,E,PlayStation,Everyone,0.36000000000000004
VIRTUA TENNIS 2009,Wii,2009,Sports,0.12,0.21,0.0,0.04,73.0,77.0,E,Nintendo,Everyone,0.36999999999999994
OVERLORD DARK LEGEND,Wii,2009,Action,0.11,0.22,0.0,0.04,68.0,79.0,T,Nintendo,Teens,0.37
BOTTOM OF THE 9TH,N64,1999,Sports,0.37,0.0,0.0,0.0,,,,Nintendo,Pending,0.37
THE LEGEND OF SPYRO THE ETERNAL NIGHT,DS,2007,Platform,0.32,0.02,0.0,0.03,56.0,27.0,E,Nintendo,Everyone,0.37
SHIN MEGAMI TENSEI II,SNES,1994,Role-Playing,0.0,0.0,0.37,0.0,,,,Nintendo,Pending,0.37
HARRY POTTER AND THE ORDER OF THE PHOENIX,PSP,2007,Action,0.1,0.17,0.0,0.1,52.0,76.0,E10+,PlayStation,Everyone 10y+,0.37
WANTED WEAPONS OF FATE,X360,2009,Shooter,0.17,0.15,0.0,0.04,62.0,75.0,M,Xbox,Mature,0.36
XENOSAGA EPISODE III ALSO SPRACH ZARATHUSTRA,PS2,2006,Role-Playing,0.09,0.07,0.18,0.02,81.0,90.0,T,PlayStation,Teens,0.36
SKYLANDERS TRAP TEAM,XOne,2014,Action,0.26,0.07,0.0,0.04,,,,Xbox,Pending,0.37
RUNE FACTORY FRONTIER,Wii,2008,Role-Playing,0.16,0.13,0.04,0.03,79.0,85.0,E10+,Nintendo,Everyone 10y+,0.36
VIRTUA FIGHTER 3TB,DC,1998,Fighting,0.0,0.0,0.37,0.0,,,,Other,Pending,0.37
MEDIEVAL II TOTAL WAR GOLD EDITION,PC,2008,Strategy,0.0,0.34,0.0,0.03,,80.0,T,PC,Teens,0.37
MINI NINJAS,Wii,2009,Action,0.16,0.16,0.0,0.04,79.0,83.0,E10+,Nintendo,Everyone 10y+,0.36
NARUTO SHIPPUDEN NINJA DESTINY 2,DS,2008,Fighting,0.19,0.02,0.13,0.02,55.0,57.0,T,Nintendo,Teens,0.36
MINI-YONKU GB LET'S & GO!!,GB,1997,Strategy,0.0,0.0,0.37,0.0,,,,Nintendo,Pending,0.37
SCRIBBLENAUTS UNLIMITED,WiiU,2012,Action,0.25,0.09,0.0,0.03,73.0,74.0,E10+,Nintendo,Everyone 10y+,0.37
THE HOUSE OF THE DEAD OVERKILL - EXTENDED CUT,PS3,2011,Shooter,0.15,0.16,0.0,0.06,,,,PlayStation,Pending,0.37
MARVEL ULTIMATE ALLIANCE,PSP,2006,Role-Playing,0.33,0.0,0.0,0.03,81.0,75.0,T,PlayStation,Teens,0.36
THE SIMS 2 CASTAWAY,PS2,2007,Simulation,0.3,0.01,0.0,0.05,71.0,80.0,T,PlayStation,Teens,0.36
NCAA FOOTBALL 07,PSP,2006,Sports,0.34,0.0,0.0,0.03,75.0,79.0,E,PlayStation,Everyone,0.37
BATMAN ARKHAM CITY,WiiU,2012,Action,0.16,0.18,0.0,0.03,,,,Nintendo,Pending,0.37
FRAGILE DREAMS FAREWELL RUINS OF THE MOON,Wii,2009,Role-Playing,0.16,0.12,0.06,0.03,67.0,83.0,T,Nintendo,Teens,0.37
GOLDENEYE ROGUE AGENT,GC,2004,Shooter,0.28,0.07,0.0,0.01,60.0,67.0,T,Nintendo,Teens,0.36000000000000004
NEED FOR SPEED THE RUN,PC,2011,Action,0.09,0.21,0.0,0.07,69.0,58.0,T,PC,Teens,0.37
ZERO4 CHAMP RR,SNES,1994,Sports,0.0,0.0,0.36,0.0,,,,Nintendo,Pending,0.36
DRAGON BALL Z INFINITE WORLD,PS2,2008,Fighting,0.08,0.06,0.21,0.02,48.0,79.0,T,PlayStation,Teens,0.37
ELITE BEAT AGENTS,DS,2006,Misc,0.3,0.03,0.0,0.03,87.0,86.0,E10+,Nintendo,Everyone 10y+,0.36
NONOMURA BYOIN NO HITOBITO,SAT,1996,Adventure,0.0,0.0,0.36,0.0,,,,Other,Pending,0.36
ESPN X GAMES SKATEBOARDING,PS2,2001,Sports,0.18,0.14,0.0,0.05,58.0,78.0,E,PlayStation,Everyone,0.37
SID MEIER'S CIVILIZATION BEYOND EARTH,PC,2014,Strategy,0.11,0.22,0.0,0.03,81.0,55.0,E10+,PC,Everyone 10y+,0.36
NHL 15,PS3,2014,Sports,0.21,0.09,0.0,0.06,,16.0,E10+,PlayStation,Everyone 10y+,0.36
CASTLEVANIA ORDER OF ECCLESIA,DS,2008,Platform,0.27,0.02,0.04,0.03,85.0,87.0,T,Nintendo,Teens,0.36
BUILD-A-BEAR WORKSHOP A FRIEND FUR ALL SEASONS,Wii,2008,Simulation,0.33,0.0,0.0,0.03,,,E,Nintendo,Everyone,0.36
DREAMWORKS MADAGASCAR KARTZ,DS,2009,Racing,0.25,0.08,0.0,0.03,,,E,Nintendo,Everyone,0.36
LEFT 4 DEAD 2,PC,2009,Shooter,0.0,0.32,0.0,0.04,89.0,85.0,M,PC,Mature,0.36
GREEN DAY ROCK BAND,Wii,2010,Misc,0.22,0.11,0.0,0.03,76.0,88.0,T,Nintendo,Teens,0.36
999 NINE HOURS NINE PERSONS NINE DOORS,DS,2009,Adventure,0.31,0.0,0.03,0.02,,,,Nintendo,Pending,0.36
SUPER FIRE PROWRESTLING SPECIAL,SNES,1994,Fighting,0.0,0.0,0.36,0.0,,,,Nintendo,Pending,0.36
STAR FOX ZERO,WiiU,2016,Shooter,0.17,0.1,0.07,0.03,69.0,74.0,E10+,Nintendo,Everyone 10y+,0.37
SAW,PS3,2009,Action,0.13,0.17,0.0,0.06,59.0,64.0,M,PlayStation,Mature,0.36000000000000004
YUU YUU HAKUSHO,SNES,1993,Fighting,0.0,0.0,0.36,0.0,,,,Nintendo,Pending,0.36
TOM CLANCY'S HAWX 2,X360,2010,Action,0.24,0.09,0.01,0.03,68.0,63.0,T,Xbox,Teens,0.37
KAMAITACHI NO YORU 2,PS2,2002,Adventure,0.0,0.0,0.36,0.0,,,,PlayStation,Pending,0.36
HIGH HEAT MAJOR LEAGUE BASEBALL 2004,PS2,2003,Sports,0.18,0.14,0.0,0.05,83.0,81.0,E,PlayStation,Everyone,0.37
ROBOTS,PS2,2005,Action,0.18,0.14,0.0,0.05,53.0,60.0,E,PlayStation,Everyone,0.37
NARC,PS2,2005,Shooter,0.18,0.14,0.0,0.05,50.0,70.0,M,PlayStation,Mature,0.37
ONE PIECE GIGANT BATTLE!,DS,2010,Fighting,0.0,0.0,0.36,0.0,,,,Nintendo,Pending,0.36
DRAGON BALL Z ATTACK OF THE SAIYANS,DS,2009,Role-Playing,0.12,0.02,0.21,0.01,73.0,79.0,E10+,Nintendo,Everyone 10y+,0.36
MY HORSE & ME,DS,2007,Sports,0.33,0.0,0.0,0.03,,,,Nintendo,Pending,0.36
BIONIC COMMANDO,PS3,2009,Platform,0.12,0.17,0.01,0.06,71.0,74.0,M,PlayStation,Mature,0.36000000000000004
MONSTER RANCHER 3,PS2,2001,Simulation,0.11,0.09,0.14,0.03,77.0,85.0,E,PlayStation,Everyone,0.37
THE INCREDIBLES RISE OF THE UNDERMINER,PS2,2005,Action,0.18,0.14,0.0,0.05,60.0,71.0,E10+,PlayStation,Everyone 10y+,0.37
SWORD ART ONLINE LOST SONG,PSV,2015,Role-Playing,0.06,0.04,0.23,0.03,70.0,71.0,T,PlayStation,Teens,0.36
MECHWARRIOR 2 31ST CENTURY COMBAT,PS,1997,Simulation,0.2,0.14,0.0,0.02,,,,PlayStation,Pending,0.36000000000000004
ZOO TYCOON (2013),XOne,2013,Simulation,0.18,0.15,0.0,0.03,,,,Xbox,Pending,0.36
HAMTARO HAM-HAM HEARTBREAK,GBA,2002,Action,0.26,0.1,0.0,0.01,72.0,93.0,E,Nintendo,Everyone,0.37
OKAGE SHADOW KING,PS2,2001,Role-Playing,0.14,0.11,0.08,0.04,70.0,85.0,T,PlayStation,Teens,0.37
MOBILE SUIT Z-GUNDAM,PS,1997,Action,0.0,0.0,0.34,0.02,,,,PlayStation,Pending,0.36000000000000004
BLAZBLUE CALAMITY TRIGGER,X360,2009,Fighting,0.21,0.08,0.04,0.03,86.0,85.0,T,Xbox,Teens,0.36
KIRBY'S DREAM LAND 3,SNES,1997,Platform,0.0,0.0,0.36,0.0,,,,Nintendo,Pending,0.36
BIG BASS WORLD CHAMPIONSHIP,PS,1997,Sports,0.2,0.14,0.0,0.02,,,,PlayStation,Pending,0.36000000000000004
NFL GAMEDAY 2001,PS2,2000,Sports,0.18,0.14,0.0,0.05,51.0,,E,PlayStation,Everyone,0.37
NBA 2K6,XB,2005,Action,0.27,0.08,0.0,0.01,84.0,87.0,E,Xbox,Everyone,0.36000000000000004
SABAN'S POWER RANGERS LIGHTSPEED RESCUE,N64,2000,Action,0.29,0.06,0.0,0.0,,,,Nintendo,Pending,0.35
TETRISPHERE,N64,1997,Puzzle,0.29,0.06,0.0,0.0,,,,Nintendo,Pending,0.35
JURASSIC PARK,NES,1993,Action,0.25,0.1,0.0,0.01,,,,Nintendo,Pending,0.36
MYSTICAL NINJA STARRING GOEMON,N64,1997,Action,0.07,0.02,0.23,0.04,,,,Nintendo,Pending,0.36
MARVEL SUPER HERO SQUAD,Wii,2009,Fighting,0.3,0.03,0.0,0.03,49.0,62.0,E10+,Nintendo,Everyone 10y+,0.36
THE CHRONICLES OF NARNIA PRINCE CASPIAN,Wii,2008,Action,0.31,0.02,0.0,0.03,63.0,71.0,T,Nintendo,Teens,0.36
WORLD'S SCARIEST POLICE CHASES,PS,2001,Racing,0.2,0.14,0.0,0.02,54.0,63.0,T,PlayStation,Teens,0.36000000000000004
SHAUN PALMER'S PRO SNOWBOARDER,GBA,2001,Sports,0.26,0.1,0.0,0.01,58.0,,E,Nintendo,Everyone,0.37
NORTH AMERICAN HUNTING EXTRAVAGANZA,Wii,2008,Sports,0.33,0.0,0.0,0.03,,,T,Nintendo,Teens,0.36
ZHUZHU PETS FEATURING THE WILD BUNCH,Wii,2010,Simulation,0.3,0.03,0.0,0.03,,,E,Nintendo,Everyone,0.36
MECHASSAULT 2 LONE WOLF,XB,2004,Simulation,0.27,0.08,0.0,0.01,81.0,75.0,T,Xbox,Teens,0.36000000000000004
VALKYRIE PROFILE LENNETH,PSP,2006,Role-Playing,0.17,0.01,0.16,0.02,80.0,84.0,T,PlayStation,Teens,0.36000000000000004
HAMSTER CLUB 3,GBA,2002,Simulation,0.0,0.0,0.35,0.01,,,,Nintendo,Pending,0.36
BREATH OF FIRE II,SNES,1994,Role-Playing,0.0,0.0,0.36,0.0,,,,Nintendo,Pending,0.36
LEGO RACERS,PS,1999,Racing,0.2,0.14,0.0,0.02,,,,PlayStation,Pending,0.36000000000000004
JUST DANCE 2016,PS4,2015,Misc,0.17,0.13,0.0,0.06,73.0,68.0,E10+,PlayStation,Everyone 10y+,0.36000000000000004
ESPN NFL FOOTBALL,XB,2003,Sports,0.27,0.08,0.0,0.01,91.0,89.0,E,Xbox,Everyone,0.36000000000000004
NARUTO ULTIMATE NINJA 3 (JP SALES),PS2,2005,Fighting,0.0,0.0,0.36,0.0,,,,PlayStation,Pending,0.36
RAPALA PRO FISHING,PS2,2004,Sports,0.18,0.14,0.0,0.05,59.0,87.0,E,PlayStation,Everyone,0.37
ATV/MONSTER TRUCK MAYHEM,DS,2007,Racing,0.33,0.0,0.0,0.02,,,,Nintendo,Pending,0.35000000000000003
J-LEAGUE PRO SOCCER CLUB O TSUKUROU '04,PS2,2004,Sports,0.0,0.0,0.36,0.0,,,,PlayStation,Pending,0.36
SPIDER-MAN SHATTERED DIMENSIONS,X360,2010,Action,0.24,0.08,0.0,0.03,76.0,76.0,T,Xbox,Teens,0.35
DAI-2-JI SUPER ROBOT TAISEN Z SAISEI-HEN,PSP,2012,Strategy,0.0,0.0,0.36,0.0,,,,PlayStation,Pending,0.36
TMNT,Wii,2007,Action,0.3,0.03,0.0,0.03,60.0,59.0,E10+,Nintendo,Everyone 10y+,0.36
FOSSIL FIGHTERS FRONTIER,3DS,2014,Role-Playing,0.08,0.04,0.23,0.01,57.0,48.0,E10+,Nintendo,Everyone 10y+,0.36
DISNEY'S THE HAUNTED MANSION,PS2,2003,Platform,0.18,0.14,0.0,0.05,,,,PlayStation,Pending,0.37
ARC THE LAD TWILIGHT OF THE SPIRITS,PS2,2003,Role-Playing,0.18,0.14,0.0,0.05,72.0,82.0,T,PlayStation,Teens,0.37
DANCE DANCE REVOLUTION 3RDMIX,PS,2000,Simulation,0.0,0.0,0.33,0.02,,,,PlayStation,Pending,0.35000000000000003
RYU GA GOTOKU KENZAN!,PS3,2008,Adventure,0.0,0.0,0.36,0.0,,,,PlayStation,Pending,0.36
SUPER ROBOT TAISEN A,GBA,2001,Strategy,0.0,0.0,0.35,0.01,,,,Nintendo,Pending,0.36
WATCH DOGS 2,XOne,2016,Action,0.17,0.16,0.0,0.03,83.0,77.0,M,Xbox,Mature,0.36
TIGER WOODS PGA TOUR 09,PSP,2008,Sports,0.07,0.18,0.0,0.1,53.0,55.0,E,PlayStation,Everyone,0.35
BOXER'S ROAD,PS,1995,Fighting,0.0,0.0,0.33,0.02,,,,PlayStation,Pending,0.35000000000000003
FROGS AND FLIES,2600,1981,Action,0.33,0.02,0.0,0.0,,,,Other,Pending,0.35000000000000003
HARRY POTTER AND THE CHAMBER OF SECRETS,XB,2002,Action,0.27,0.08,0.0,0.01,77.0,72.0,E,Xbox,Everyone,0.36000000000000004
TORIKO GOURMET SURVIVAL!,PSP,2011,Role-Playing,0.0,0.0,0.36,0.0,,,,PlayStation,Pending,0.36
SOUTH PARK RALLY,PS,1998,Racing,0.2,0.13,0.0,0.02,,,,PlayStation,Pending,0.35000000000000003
GANBARE GOEMON 3 SHISHI JYUUROKUBEI NO KARAKURI MANJI KATAME,SNES,1994,Platform,0.0,0.0,0.36,0.0,,,,Nintendo,Pending,0.36
ARCTIC THUNDER,PS2,2001,Racing,0.17,0.14,0.0,0.05,45.0,53.0,T,PlayStation,Teens,0.36000000000000004
NHL 2K10,PS2,2009,Sports,0.17,0.14,0.0,0.05,,85.0,E10+,PlayStation,Everyone 10y+,0.36000000000000004
J-LEAGUE PRO SOCCER CLUB O TSUKUROU!,DC,1999,Sports,0.0,0.0,0.36,0.0,,,,Other,Pending,0.36
ESPN SPORTS CONNECTION,WiiU,2012,Sports,0.2,0.12,0.0,0.03,31.0,27.0,E,Nintendo,Everyone,0.35
DIGGING FOR DINOSAURS,DS,2010,Action,0.33,0.0,0.0,0.02,,,E,Nintendo,Everyone,0.35000000000000003
FORMULA 1 CHAMPIONSHIP EDITION,PS,1997,Racing,0.06,0.04,0.23,0.02,,,,PlayStation,Pending,0.35000000000000003
SHREK,XB,2001,Platform,0.25,0.1,0.0,0.01,49.0,54.0,T,Xbox,Teens,0.36
DRAGON'S CROWN,PSV,2013,Role-Playing,0.14,0.05,0.12,0.05,78.0,84.0,T,PlayStation,Teens,0.36
THIEF (2014),PS3,2014,Action,0.1,0.17,0.02,0.05,,,,PlayStation,Pending,0.34
BLASTO,PS,1998,Action,0.2,0.13,0.0,0.02,,,,PlayStation,Pending,0.35000000000000003
WIPEOUT 2048,PSV,2012,Racing,0.13,0.17,0.0,0.05,79.0,82.0,E10+,PlayStation,Everyone 10y+,0.35000000000000003
WONDER PETS! SAVE THE ANIMALS!,DS,2008,Adventure,0.33,0.0,0.0,0.02,,,,Nintendo,Pending,0.35000000000000003
BACKYARD BASEBALL 2006,GBA,2005,Sports,0.25,0.09,0.0,0.01,,,,Nintendo,Pending,0.35
CABELA'S OUTDOOR ADVENTURES (2006),PS2,2005,Sports,0.17,0.14,0.0,0.05,,89.0,T,PlayStation,Teens,0.36000000000000004
TRAUMA CENTER UNDER THE KNIFE,DS,2005,Simulation,0.3,0.01,0.02,0.03,81.0,87.0,T,Nintendo,Teens,0.36
PRESS YOUR LUCK 2010 EDITION,Wii,2009,Misc,0.33,0.0,0.0,0.03,,,E,Nintendo,Everyone,0.36
NICKTOONS UNITE!,GC,2005,Adventure,0.27,0.07,0.0,0.01,,,,Nintendo,Pending,0.35000000000000003
FARMING SIMULATOR 2015,PS4,2015,Simulation,0.1,0.2,0.0,0.06,,,,PlayStation,Pending,0.36000000000000004
EARTH DEFENSE FORCE 2025,PS3,2013,Shooter,0.04,0.02,0.27,0.01,69.0,75.0,M,PlayStation,Mature,0.34
MIDDLE-EARTH SHADOW OF MORDOR,PC,2014,Action,0.12,0.2,0.0,0.03,84.0,80.0,M,PC,Mature,0.35
SUIKODEN V,PS2,2006,Role-Playing,0.08,0.06,0.19,0.02,76.0,76.0,T,PlayStation,Teens,0.35000000000000003
PICROSS 2,GB,1996,Puzzle,0.0,0.0,0.35,0.0,,,,Nintendo,Pending,0.35
SOCOM TACTICAL STRIKE,PSP,2007,Shooter,0.32,0.01,0.0,0.03,,,,PlayStation,Pending,0.36
FARMING SIMULATOR 2015,X360,2015,Simulation,0.22,0.11,0.0,0.03,,,,Xbox,Pending,0.36
TIGER WOODS PGA TOUR 14,X360,2013,Sports,0.21,0.12,0.0,0.03,77.0,62.0,E,Xbox,Everyone,0.36
SENTOUCHU DENSETSU NO SHINOBI TO SURVIVAL BATTLE!,3DS,2013,Action,0.0,0.0,0.35,0.0,,,,Nintendo,Pending,0.35
U-SING,Wii,2009,Misc,0.0,0.32,0.0,0.03,,,,Nintendo,Pending,0.35
OUTLAW GOLF 2,PS2,2004,Sports,0.17,0.14,0.0,0.05,63.0,,M,PlayStation,Mature,0.36000000000000004
MOMOTAROU DENTETSU 12,PS2,2003,Misc,0.0,0.0,0.35,0.0,,,,PlayStation,Pending,0.35
LOCOROCO 2,PSP,2008,Platform,0.21,0.09,0.01,0.04,85.0,84.0,E,PlayStation,Everyone,0.35
FOOTBALL MANAGER HANDHELD 2010,PSP,2009,Sports,0.0,0.26,0.0,0.09,69.0,69.0,E,PlayStation,Everyone,0.35
DISNEY'S TARZAN RETURN TO THE JUNGLE,GBA,2002,Action,0.25,0.09,0.0,0.01,68.0,,E,Nintendo,Everyone,0.35
BATMAN RISE OF SIN TZU,PS2,2003,Action,0.17,0.13,0.0,0.05,63.0,83.0,T,PlayStation,Teens,0.35000000000000003
CABELA'S DANGEROUS HUNTS,XB,2003,Sports,0.26,0.08,0.0,0.01,,91.0,T,Xbox,Teens,0.35000000000000003
AMF BOWLING WORLD LANES,Wii,2008,Sports,0.33,0.0,0.0,0.03,,11.0,E,Nintendo,Everyone,0.36
KINECTIMALS NOW WITH BEARS!,X360,2011,Misc,0.27,0.06,0.0,0.03,,,,Xbox,Pending,0.36
G-FORCE,PSP,2009,Action,0.24,0.06,0.0,0.05,,88.0,E10+,PlayStation,Everyone 10y+,0.35
WORMS OPEN WARFARE 2,DS,2007,Strategy,0.07,0.24,0.0,0.04,81.0,91.0,E10+,Nintendo,Everyone 10y+,0.35
JIKKYOU POWERFUL PRO YAKYUU 13,PS2,2006,Sports,0.0,0.0,0.35,0.0,,,,PlayStation,Pending,0.35
DARK VOID,PS3,2010,Action,0.18,0.12,0.0,0.05,59.0,60.0,T,PlayStation,Teens,0.35
GUITAR HERO SMASH HITS,PS3,2009,Misc,0.2,0.11,0.0,0.05,73.0,72.0,T,PlayStation,Teens,0.36
MEGA MAN X3,SNES,1995,Action,0.04,0.01,0.3,0.0,,,,Nintendo,Pending,0.35
STUNT RACE FX,SNES,1993,Racing,0.0,0.0,0.35,0.0,,,,Nintendo,Pending,0.35
NHL 2K10,Wii,2009,Sports,0.32,0.01,0.0,0.03,79.0,68.0,E10+,Nintendo,Everyone 10y+,0.36
BLOODY ROAR 3,PS2,2001,Fighting,0.15,0.11,0.05,0.04,71.0,86.0,T,PlayStation,Teens,0.35
WWE CRUSH HOUR,PS2,2003,Racing,0.17,0.13,0.0,0.04,56.0,53.0,T,PlayStation,Teens,0.34
PERSONA 2 ETERNAL PUNISHMENT,PS,2000,Role-Playing,0.03,0.02,0.28,0.02,83.0,84.0,T,PlayStation,Teens,0.35000000000000003
HOMEFRONT THE REVOLUTION,PS4,2016,Shooter,0.06,0.21,0.03,0.05,48.0,38.0,M,PlayStation,Mature,0.35000000000000003
ASSASSIN'S CREED III,WiiU,2012,Action,0.19,0.13,0.0,0.03,85.0,71.0,M,Nintendo,Mature,0.35
ONE PIECE BURNING BLOOD,PS4,2016,Fighting,0.11,0.13,0.07,0.05,66.0,78.0,T,PlayStation,Teens,0.36
STAR WARS FLIGHT OF THE FALCON,GBA,2003,Action,0.25,0.09,0.0,0.01,39.0,58.0,E,Nintendo,Everyone,0.35
ONE PIECE GIGANT BATTLE 2 SHIN SEKAI,DS,2011,Fighting,0.0,0.0,0.35,0.0,,,,Nintendo,Pending,0.35
TEENAGE MUTANT NINJA TURTLES SMASH-UP,Wii,2009,Fighting,0.33,0.0,0.0,0.03,67.0,82.0,E10+,Nintendo,Everyone 10y+,0.36
TOUKIDEN THE AGE OF DEMONS,PSV,2013,Action,0.04,0.04,0.25,0.02,71.0,80.0,T,PlayStation,Teens,0.35000000000000003
METRO LAST LIGHT,X360,2013,Action,0.17,0.15,0.0,0.03,80.0,84.0,,Xbox,Pending,0.35
JIKKYOU POWERFUL PRO YAKYUU 2000,N64,2000,Sports,0.0,0.0,0.29,0.06,,,,Nintendo,Pending,0.35
FOOTBALL MANAGER 2016,PC,2015,Simulation,0.0,0.33,0.0,0.02,81.0,69.0,E,PC,Everyone,0.35000000000000003
RESIDENT EVIL DEAD AIM,PS2,2003,Action,0.17,0.13,0.0,0.04,65.0,66.0,M,PlayStation,Mature,0.34
COMMAND & CONQUER RED ALERT 3 ULTIMATE EDITION,PS3,2009,Strategy,0.14,0.15,0.0,0.06,,,,PlayStation,Pending,0.35000000000000003
NEED FOR SPEED CARBON,GC,2006,Racing,0.27,0.07,0.0,0.01,75.0,78.0,E10+,Nintendo,Everyone 10y+,0.35000000000000003
THE ADVENTURES OF JIMMY NEUTRON BOY GENIUS JET FUSION,GBA,2003,Action,0.25,0.09,0.0,0.01,,,E,Nintendo,Everyone,0.35
FIFA SOCCER 13,PSP,2012,Action,0.05,0.18,0.02,0.09,,32.0,E,PlayStation,Everyone,0.33999999999999997
THE FAIRLY ODD PARENTS SHADOW SHOWDOWN,PS2,2004,Platform,0.17,0.13,0.0,0.04,,,,PlayStation,Pending,0.34
EA SPORTS MMA,X360,2010,Fighting,0.23,0.09,0.0,0.02,79.0,70.0,T,Xbox,Teens,0.34
SABAN'S POWER RANGERS LIGHTSPEED RESCUE,PS,2000,Action,0.19,0.13,0.0,0.02,,,,PlayStation,Pending,0.34
XBOX MUSIC MIXER,XB,2003,Misc,0.26,0.08,0.0,0.01,49.0,,E,Xbox,Everyone,0.35000000000000003
DEFIANCE,PS3,2013,Shooter,0.19,0.1,0.0,0.06,59.0,69.0,M,PlayStation,Mature,0.35000000000000003
TERMINATOR SALVATION,X360,2009,Shooter,0.13,0.18,0.0,0.04,48.0,50.0,T,Xbox,Teens,0.35
CSI DEADLY INTENT - THE HIDDEN CASES,DS,2009,Adventure,0.16,0.15,0.0,0.04,,,,Nintendo,Pending,0.35
COLLEGE HOOPS 2K8,PS2,2007,Sports,0.17,0.13,0.0,0.04,66.0,,E,PlayStation,Everyone,0.34
DESTINY THE TAKEN KING,X360,2015,Shooter,0.24,0.08,0.0,0.03,,44.0,T,Xbox,Teens,0.35
PAC-MAN ALL-STARS,PS3,2011,Fighting,0.2,0.07,0.04,0.04,,,,PlayStation,Pending,0.35
GUITAR HERO METALLICA,PS2,2009,Misc,0.17,0.13,0.0,0.04,,76.0,T,PlayStation,Teens,0.34
GUILTY GEAR X2,PS2,2002,Fighting,0.09,0.07,0.16,0.02,87.0,87.0,T,PlayStation,Teens,0.34
CHICKEN SHOOT,Wii,2007,Action,0.32,0.0,0.0,0.02,27.0,48.0,E10+,Nintendo,Everyone 10y+,0.34
TOM CLANCY'S RAINBOW SIX LOCKDOWN,PS2,2005,Shooter,0.17,0.13,0.0,0.04,70.0,69.0,M,PlayStation,Mature,0.34
FROM TV ANIMATION ONE PIECE TOBIDASE KAIZOKUDAN!,PS,2001,Role-Playing,0.0,0.0,0.32,0.02,,,,PlayStation,Pending,0.34
MOTOGP 08,X360,2008,Racing,0.11,0.2,0.0,0.04,68.0,56.0,E,Xbox,Everyone,0.35
LEGO MARVEL'S AVENGERS,XOne,2016,Action,0.19,0.12,0.0,0.03,71.0,51.0,E10+,Xbox,Everyone 10y+,0.33999999999999997
THE TALE OF DESPEREAUX,PS2,2008,Platform,0.17,0.13,0.0,0.04,,,E10+,PlayStation,Everyone 10y+,0.34
AGGRESSIVE INLINE,PS2,2002,Sports,0.17,0.13,0.0,0.04,85.0,87.0,T,PlayStation,Teens,0.34
MIRROR'S EDGE CATALYST,PS4,2016,Platform,0.11,0.16,0.02,0.05,69.0,47.0,T,PlayStation,Teens,0.34
SNIPER ELITE 3,XOne,2014,Shooter,0.2,0.11,0.0,0.03,63.0,66.0,M,Xbox,Mature,0.33999999999999997
HELLO KITTY DAILY,DS,2008,Misc,0.32,0.0,0.0,0.03,,,,Nintendo,Pending,0.35
NFL STREET,GC,2004,Sports,0.27,0.07,0.0,0.01,81.0,80.0,E,Nintendo,Everyone,0.35000000000000003
KARAOKE REVOLUTION,PS2,2003,Misc,0.17,0.13,0.0,0.04,83.0,91.0,E,PlayStation,Everyone,0.34
METAL ARMS GLITCH IN THE SYSTEM,PS2,2003,Shooter,0.17,0.13,0.0,0.04,81.0,89.0,T,PlayStation,Teens,0.34
JIKKYOU POWERFUL PRO YAKYUU 7,PS2,2000,Sports,0.0,0.0,0.35,0.0,,,,PlayStation,Pending,0.35
RALLY CROSS 2,PS,1998,Racing,0.19,0.13,0.0,0.02,,,,PlayStation,Pending,0.34
EVERGRACE,PS2,2000,Role-Playing,0.1,0.08,0.15,0.03,59.0,78.0,T,PlayStation,Teens,0.36
ENEMY TERRITORY QUAKE WARS,PS3,2008,Shooter,0.23,0.07,0.0,0.04,60.0,64.0,T,PlayStation,Teens,0.34
LUNAR 2 ETERNAL BLUE COMPLETE,PS,1999,Role-Playing,0.19,0.13,0.0,0.02,86.0,89.0,T,PlayStation,Teens,0.34
STREET FIGHTER ALPHA WARRIORS' DREAMS,SAT,1996,Fighting,0.0,0.0,0.35,0.0,,,,Other,Pending,0.35
RUGRATS ROYAL RANSOM,PS2,2002,Platform,0.17,0.13,0.0,0.04,,,E,PlayStation,Everyone,0.34
MLB 06 THE SHOW,PSP,2006,Sports,0.32,0.0,0.0,0.03,83.0,85.0,E,PlayStation,Everyone,0.35
OVER THE HEDGE,GC,2006,Platform,0.27,0.07,0.0,0.01,61.0,93.0,E10+,Nintendo,Everyone 10y+,0.35000000000000003
CHARLIE AND THE CHOCOLATE FACTORY,PS2,2005,Adventure,0.17,0.13,0.0,0.04,35.0,41.0,E,PlayStation,Everyone,0.34
TRACKMANIA TURBO,PS4,2016,Action,0.03,0.26,0.0,0.05,81.0,79.0,E,PlayStation,Everyone,0.34
KURUSHI FINAL MENTAL BLOCKS,PS,1998,Puzzle,0.0,0.0,0.32,0.02,,,,PlayStation,Pending,0.34
RISK / BATTLESHIP / CLUE,GBA,2005,Misc,0.25,0.09,0.0,0.01,,,,Nintendo,Pending,0.35
